date_sold,year_sold,price,bedrooms,year_quarter,MA,normalized_price
2008-09-22,2008,445000,3,2008_Q3,423811.0,1.1265822784810127
2008-09-22,2008,475000,4,2008_Q3,561852.0,0.9313725490196079
2008-09-22,2008,485000,5,2008_Q3,758340.0,0.749613601236476
2008-09-22,2008,560500,4,2008_Q3,561852.0,1.0990196078431373
2008-09-22,2008,590000,4,2008_Q3,561852.0,1.1568627450980393
2008-09-22,2008,595000,4,2008_Q3,561852.0,1.1666666666666667
2008-09-22,2008,650000,3,2008_Q3,423811.0,1.6455696202531647
2008-09-22,2008,660000,4,2008_Q3,561852.0,1.2941176470588236
2008-09-22,2008,675000,4,2008_Q3,561852.0,1.3235294117647058
2008-09-22,2008,685000,4,2008_Q3,561852.0,1.3431372549019607
2008-09-22,2008,690000,4,2008_Q3,561852.0,1.3529411764705883
2008-09-22,2008,975000,3,2008_Q3,423811.0,2.4683544303797467
2008-09-23,2008,372000,3,2008_Q3,423811.0,0.9417721518987342
2008-09-24,2008,437000,3,2008_Q3,423811.0,1.1063291139240505
2008-09-25,2008,411000,3,2008_Q3,423811.0,1.040506329113924
2008-09-25,2008,450000,4,2008_Q3,561852.0,0.8823529411764706
2008-09-25,2008,525000,2,2008_Q3,451583.0,1.5
2008-09-26,2008,312000,3,2008_Q3,423811.0,0.789873417721519
2008-09-26,2008,510000,4,2008_Q3,561852.0,1.0
2008-09-26,2008,707500,4,2008_Q3,561852.0,1.3872549019607843
2008-09-26,2008,755000,4,2008_Q3,561852.0,1.4803921568627452
